Run_Name,Ratio,Time_File,Wavelength_File,Time_MSE,Wavelength_MSE,Region_AUC_Error,Tau_Avg_Error,Combined_Score,FL,ISC,coupling,model
Run_FL16_ISC2_coupling_250_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.016461778407377486,0.0029529925612063624,0.6872062155017028,0.41185945093176557,0.3682588817695796,16,2,250,1
Run_FL16_ISC2_coupling_300_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.016461778407377486,0.0029529925612063624,0.6872062155017028,0.41185945093176557,0.3682588817695796,16,2,300,1
Run_FL16_ISC1_coupling_20_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.052939466720127615,0.002940821461249253,0.6874366849912903,0.6883389488391547,5.036125472454151,16,1,20,1
Run_FL16_ISC1_coupling_40_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.052939466720127615,0.002940821461249253,0.6874366849912903,0.6883389488391547,5.036125472454151,16,1,40,1
Run_FL16_ISC1_coupling_60_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.052939466720127615,0.002940821461249253,0.6874366849912903,0.6883389488391547,5.036125472454151,16,1,60,1
Run_FL16_ISC1_coupling_80_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.052939466720127615,0.002940821461249253,0.6874366849912903,0.6883389488391547,5.036125472454151,16,1,80,1
Run_FL16_ISC1_coupling_100_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.052939466720127615,0.002940821461249253,0.6874366849912903,0.6883389488391547,5.036125472454151,16,1,100,1
Run_FL16_ISC1_coupling_150_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.052939466720127615,0.002940821461249253,0.6874366849912903,0.6883389488391547,5.036125472454151,16,1,150,1
Run_FL16_ISC1_coupling_200_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.052939466720127615,0.002940821461249253,0.6874366849912903,0.6883389488391547,5.036125472454151,16,1,200,1
Run_FL16_ISC1_coupling_250_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.052939466720127615,0.002940821461249253,0.6874366849912903,0.6883389488391547,5.036125472454151,16,1,250,1
