Time (ns),Simulation,Experimental
0.0,1.0,1.0
0.20000000298023224,0.8672933316074845,0.8162022459550816
0.4000000059604645,0.8134161739016973,0.7237208088460545
0.6000000238418579,0.7633664761829455,0.6675520367861444
0.800000011920929,0.7168267206908949,0.6264201927081687
1.0,0.6735116595407776,0.5920651784206551
1.2000000476837158,0.6331596036102173,0.5612511915279507
1.399999976158142,0.5955318139076637,0.5326833953772449
1.600000023841858,0.5604116464495382,0.5058180699483611
1.7999999523162842,0.527612318821622,0.48040359386479176
2.0,0.49695156103675736,0.4563030524846793
2.200000047683716,0.46827156524636193,0.433425853411081
2.4000000953674316,0.4414213237957948,0.41170113651421103
2.5999999046325684,0.4162693299014317,0.39106748388581075
2.799999952316284,0.3926859131345595,0.3714687466516606
3.0,0.3705655370396783,0.3528525362310045
3.200000047683716,0.3498013657041796,0.33516940203808576
3.4000000953674316,0.3302993297697591,0.3183725017448506
3.5999999046325684,0.3119745517208261,0.3024174094840341
3.799999952316284,0.29474340549839195,0.28726188836569
4.0,0.27853365689356413,0.2728658825118882
4.199999809265137,0.26327780224746994,0.25919134363863694
4.400000095367432,0.24891236180010823,0.24620206695817204
4.599999904632568,0.23538244311779802,0.23386377256430954
4.800000190734863,0.22262994612459122,0.2221437780032137
5.0,0.2106084641791326,0.21101115269549536
5.199999809265137,0.19927036366044848,0.20043643358942714
5.400000095367432,0.18857331688647505,0.1903916373336143
5.599999904632568,0.17847837843759187,0.18085025500259577
5.800000190734863,0.16894806259984418,0.1717870128107267
6.0,0.15994991041992707,0.16317799189131213
6.199999809265137,0.15144889863131464,0.15500040788442446
6.400000095367432,0.14341695257603204,0.14723262091813333
6.599999904632568,0.13582629729201356,0.13985413125693083
6.800000190734863,0.1286525006877614,0.13284539427276207
7.0,0.12186800699274147,0.1261879132874167
7.199999809265137,0.11545227857414908,0.11986406869541724
7.400000095367432,0.10938458233462517,0.11385712611220325
7.599999904632568,0.10364427632754336,0.10815123279431293
7.800000190734863,0.0982123499693351,0.10273127456354333
