Time (ns),Simulation,Experimental
0.0,1.0,1.0
0.20000000298023224,0.9250396671585518,0.8162022459550816
0.4000000059604645,0.8544932109862025,0.7237208088460545
0.6000000238418579,0.7893300312073881,0.6675520367861444
0.800000011920929,0.7291379074425361,0.6264201927081687
1.0,0.6735289065531381,0.5920651784206551
1.2000000476837158,0.6221669925677902,0.5612511915279507
1.399999976158142,0.5747197829404392,0.5326833953772449
1.600000023841858,0.5308907412587641,0.5058180699483611
1.7999999523162842,0.4904050894574332,0.48040359386479176
2.0,0.4530059683816175,0.4563030524846793
2.200000047683716,0.4184606571124258,0.433425853411081
2.4000000953674316,0.3865471009798213,0.41170113651421103
2.5999999046325684,0.3570688987580437,0.39106748388581075
2.799999952316284,0.32983908063723405,0.3714687466516606
3.0,0.30468455047123033,0.3528525362310045
3.200000047683716,0.2814518693806466,0.33516940203808576
3.4000000953674316,0.25998681635516796,0.3183725017448506
3.5999999046325684,0.24016138021826952,0.3024174094840341
3.799999952316284,0.22184731335718683,0.28726188836569
4.0,0.20492758688078105,0.2728658825118882
4.199999809265137,0.18929952938435646,0.25919134363863694
4.400000095367432,0.17486322201669105,0.24620206695817204
4.599999904632568,0.16152832319020521,0.23386377256430954
4.800000190734863,0.1492103247042463,0.2221437780032137
5.0,0.137832169708314,0.21101115269549536
5.199999809265137,0.12732068482889858,0.20043643358942714
5.400000095367432,0.11761116958810416,0.1903916373336143
5.599999904632568,0.10864253730669436,0.18085025500259577
5.800000190734863,0.1003571596452872,0.1717870128107267
6.0,0.0927042163578942,0.16317799189131213
6.199999809265137,0.08563445457625965,0.15500040788442446
6.400000095367432,0.07910406085509086,0.14723262091813333
6.599999904632568,0.073071332936112,0.13985413125693083
6.800000190734863,0.06749896200733121,0.13284539427276207
7.0,0.062351477238510464,0.1261879132874167
7.199999809265137,0.05759663652524363,0.11986406869541724
7.400000095367432,0.05320429435130119,0.11385712611220325
7.599999904632568,0.04914706349895546,0.10815123279431293
7.800000190734863,0.04539912210883944,0.10273127456354333
