Run_Name,Ratio,Time_File,Wavelength_File,Time_MSE,Wavelength_MSE,Region_AUC_Error,Tau_Avg_Error,Combined_Score,FL,ISC,coupling,CTenergy,model
Run_FL16_ISC2.8_coupling_10_CTenergy_14580_model_12,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.005661593937861061,0.0029561632490314356,0.6871478310359742,0.2120909055275363,0.31245477787136533,16,2.8,10,14580,12
Run_FL16_ISC2.7_coupling_300_CTenergy_14580_model_12,Monomer_80pct_CT_20pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_80pct_CT_20pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_80pct_CT_20pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.006442520788204284,0.00256191129369388,0.25893317804827615,0.2669219435292293,0.3131376315808568,16,2.7,300,14580,12
Run_FL16_ISC2.5_coupling_30_CTenergy_14580_model_12,Monomer_30pct_CT_70pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_30pct_CT_70pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_30pct_CT_70pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.030574549839479336,0.0025537286083569394,0.029178122755919803,0.5649259388590869,0.3144194031929079,16,2.5,30,14580,12
Run_FL16_ISC2.7_coupling_10_CTenergy_14580_model_12,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.006429019690273761,0.002955882438497098,0.6871529782620135,0.23611764987393957,0.3170551749296252,16,2.7,10,14580,12
Run_FL16_ISC2.7_coupling_20_CTenergy_14580_model_12,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.006429019690273761,0.002955882438497098,0.6871529782620135,0.23611764987393957,0.3170551749296252,16,2.7,20,14580,12
Run_FL16_ISC2_coupling_100_CTenergy_14580_model_12,Monomer_70pct_CT_30pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_70pct_CT_30pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_70pct_CT_30pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.0194288592441577,0.002598768979815038,0.10572515598350966,0.4682449838274946,0.3172043945363239,16,2.0,100,14580,12
Run_FL16_ISC2_coupling_70_CTenergy_14580_model_12,Monomer_60pct_CT_40pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_60pct_CT_40pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_60pct_CT_40pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.0222560036990265,0.002586362755736554,0.09378574797596582,0.5027148689840676,0.3215916989195915,16,2.0,70,14580,12
Run_FL16_ISC2.5_coupling_300_CTenergy_14580_model_12,Monomer_80pct_CT_20pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_80pct_CT_20pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_80pct_CT_20pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.008722807765994762,0.0025615049054139153,0.255626581795772,0.3141397086391856,0.32547970897921064,16,2.5,300,14580,12
Run_FL16_ISC2.5_coupling_10_CTenergy_14580_model_12,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.008404408921401462,0.0029552411317083586,0.6871647090811451,0.2849592528416519,0.32823591368523075,16,2.5,10,14580,12
Run_FL16_ISC2.5_coupling_20_CTenergy_14580_model_12,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.008404408921401462,0.0029552411317083586,0.6871647090811451,0.2849592528416519,0.32823591368523075,16,2.5,20,14580,12
Run_FL16_ISC2_coupling_40_CTenergy_14580_model_12,Monomer_40pct_CT_60pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_40pct_CT_60pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_40pct_CT_60pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.032492377461073876,0.002562167888041058,0.04986081938699229,0.5890249438182078,0.33504132096259914,16,2.0,40,14580,12
