Time (ns),Simulation,Experimental
0.0,1.0,1.0
0.20000000298023224,0.7337330860438159,0.8162022459550816
0.4000000059604645,0.697226133433684,0.7237208088460545
0.6000000238418579,0.6625402298607632,0.6675520367861444
0.800000011920929,0.629587324716866,0.6264201927081687
1.0,0.5982828968187353,0.5920651784206551
1.2000000476837158,0.5685407774181753,0.5612511915279507
1.399999976158142,0.5402826847143686,0.5326833953772449
1.600000023841858,0.5134337612987685,0.5058180699483611
1.7999999523162842,0.4879256689265254,0.48040359386479176
2.0,0.4636911386189776,0.4563030524846793
2.200000047683716,0.4406651357144151,0.433425853411081
2.4000000953674316,0.4187872007400944,0.41170113651421103
2.5999999046325684,0.39800271163148937,0.39106748388581075
2.799999952316284,0.3782525254043307,0.3714687466516606
3.0,0.3594858673116024,0.3528525362310045
3.200000047683716,0.34165621451241185,0.33516940203808576
3.4000000953674316,0.32471340598517673,0.3183725017448506
3.5999999046325684,0.30861592273385463,0.3024174094840341
3.799999952316284,0.2933195700021577,0.28726188836569
4.0,0.27878506311892964,0.2728658825118882
4.199999809265137,0.264973686519893,0.25919134363863694
4.400000095367432,0.25184894075522174,0.24620206695817204
4.599999904632568,0.23937892273089306,0.23386377256430954
4.800000190734863,0.22752894575806998,0.2221437780032137
5.0,0.21626869807326332,0.21101115269549536
5.199999809265137,0.20556714221339792,0.20043643358942714
5.400000095367432,0.19539874971211696,0.1903916373336143
5.599999904632568,0.18573590325124112,0.18085025500259577
5.800000190734863,0.17655225941016625,0.1717870128107267
6.0,0.16782629427082157,0.16317799189131213
6.199999809265137,0.15953255926465554,0.15500040788442446
6.400000095367432,0.1516507636540345,0.14723262091813333
6.599999904632568,0.14416065209788648,0.13985413125693083
6.800000190734863,0.13704334603069374,0.13284539427276207
7.0,0.13027798600282753,0.1261879132874167
7.199999809265137,0.12384840705016897,0.11986406869541724
7.400000095367432,0.11773841325714345,0.11385712611220325
7.599999904632568,0.11193109951288024,0.10815123279431293
7.800000190734863,0.10641105530293868,0.10273127456354333
