660.0996731,0.063259405
660.684981,0.08827141
661.3047189,0.094535373
661.7867373,0.118590246
662.5097648,0.145243598
662.8712785,0.150265778
663.0606429,0.171393829
663.4738015,0.177575066
663.7836704,0.199553533
664.196829,0.205440268
664.6131175,0.229704663
664.9887163,0.255293865
665.4018748,0.26144863
665.7117438,0.283635566
666.1249024,0.289661279
666.3001817,0.313407663
666.6757805,0.338879546
667.088939,0.345183216
667.3855657,0.368969933
667.9324711,0.397242271
668.4144895,0.424864261
668.9512826,0.452638917
669.433301,0.480371458
669.9153193,0.508261929
670.3425629,0.533267542
670.7040766,0.540656569
670.9450858,0.564335043
671.5476087,0.591870171
672.1501316,0.619839607
672.3222811,0.646965245
673.1707317,0.675105485
674.1463415,0.70604782
674.6341463,0.729957806
675.6097561,0.759493671
677.5450293,0.783012471
680.2841912,0.761424021
681.4691529,0.732778995
682.3528532,0.704751651
683.116049,0.679195037
683.9157612,0.648061732
684.6269911,0.619852971
685.1646269,0.595829957
685.7269816,0.565657269
686.4901774,0.536440886
687.0927003,0.508627801
687.5144663,0.483293166
688.2320164,0.453144293
688.7797645,0.42832218
689.2682927,0.396624473
689.9245581,0.371980021
691.0177068,0.341162765
691.3103608,0.318256119
692.5154066,0.292197638
693.7204525,0.257974166
694.5639846,0.232958024
695.3558719,0.203772526
696.3199086,0.176224988
697.662674,0.149173803
699.0226543,0.124033573
701.0444534,0.096334373
704.0948019,0.069563451
709.0245349,0.045715993
716.4958192,0.03115483
718.6649018,0.029850777
726.1361861,0.033239508
728.4257732,0.033740936
735.0535254,0.032702545
737.3431126,0.030483626
743.4888465,0.01839407
745.2964152,0.014153645
