Time (ns),Simulation,Experimental
0.0,1.0,1.0
0.20000000298023224,0.35707431896268726,0.8162022459550816
0.4000000059604645,0.3487148539680124,0.7237208088460545
0.6000000238418579,0.34055362022916863,0.6675520367861444
0.800000011920929,0.3325824773093397,0.6264201927081687
1.0,0.3248004244720997,0.5920651784206551
1.2000000476837158,0.3171994104591375,0.5612511915279507
1.399999976158142,0.30977884598689426,0.5326833953772449
1.600000023841858,0.3025314348975152,0.5058180699483611
1.7999999523162842,0.29545297937630594,0.48040359386479176
2.0,0.28854186831497597,0.4563030524846793
2.200000047683716,0.28179310100616967,0.433425853411081
2.4000000953674316,0.27520207093676347,0.41170113651421103
2.5999999046325684,0.2687660917153312,0.39106748388581075
2.799999952316284,0.26248076606829956,0.3714687466516606
3.0,0.2563433659366796,0.3528525362310045
3.200000047683716,0.25034944144296767,0.33516940203808576
3.4000000953674316,0.24449639401507012,0.3183725017448506
3.5999999046325684,0.2387815561530318,0.3024174094840341
3.799999952316284,0.2331995472771112,0.28726188836569
4.0,0.22774850030182214,0.2728658825118882
4.199999809265137,0.22242689640740887,0.25919134363863694
4.400000095367432,0.21722787274562474,0.24620206695817204
4.599999904632568,0.2121521836209966,0.23386377256430954
4.800000190734863,0.20719529528368497,0.2221437780032137
5.0,0.20235380396169236,0.21101115269549536
5.199999809265137,0.19762658803869287,0.20043643358942714
5.400000095367432,0.19300963310625704,0.1903916373336143
5.599999904632568,0.1885023105796538,0.18085025500259577
5.800000190734863,0.18409827014285707,0.1717870128107267
6.0,0.17979914346817727,0.16317799189131213
6.199999809265137,0.17559994091470665,0.15500040788442446
6.400000095367432,0.17150020211683478,0.14723262091813333
6.599999904632568,0.1674948821599066,0.13985413125693083
6.800000190734863,0.16358482803668953,0.13284539427276207
7.0,0.1597663539313311,0.1261879132874167
7.199999809265137,0.15603599326079157,0.11986406869541724
7.400000095367432,0.15239416819264825,0.11385712611220325
7.599999904632568,0.148837699494688,0.10815123279431293
7.800000190734863,0.14536398921712132,0.10273127456354333
